Acc0,Acc1,Acc2,LinearAcc0,LinearAcc1,LinearAcc2,Gravity0,Gravity1,Gravity2,Gyro0,Gyro1,Gyro2,MagnetData0,MagnetData1,MagnetData2,Timestamp,dt
2.785247802734375,-9.116653442382812,-2.2731781005859375,-0.1031186580657959,-0.03762531280517578,-0.10553789138793945,2.8854851722717285,-9.117865562438965,-2.169995069503784,-0.00799560546875,-0.033660888671875,0.039459228515625,-16.50390625,29.18701171875,23.09112548828125,22:12:19:149,0.002410889
2.821136474609375,-9.09033203125,-2.258819580078125,-0.034546613693237305,-0.005675315856933594,-0.12446284294128418,2.8689303398132324,-9.12055778503418,-2.180603504180908,-0.02020263671875,-0.0043487548828125,0.0455780029296875,-17.15545654296875,30.4840087890625,22.3724365234375,22:12:19:178,0.002410888
2.8235321044921875,-9.092727661132812,-2.2420806884765625,-0.014693021774291992,-0.005846977233886719,-0.06465435028076172,2.8560538291931152,-9.12232494354248,-2.190096855163574,-0.0324249267578125,0.01031494140625,0.0480194091796875,-15.8111572265625,29.85992431640625,22.37548828125,22:12:19:207,0.002410889
2.81396484375,-9.142974853515625,-2.222930908203125,-0.010169744491577148,-0.042308807373046875,-0.024045467376708984,2.8400843143463135,-9.124552726745605,-2.2015538215637207,-0.0348663330078125,0.0041961669921875,0.0529022216796875,-15.80963134765625,29.8553466796875,23.0865478515625,22:12:19:242,0.002410888
2.849853515625,-9.12384033203125,-2.2014007568359375,0.043450117111206055,-0.030853271484375,0.008998394012451172,2.8214643001556396,-9.127399444580078,-2.213665246963501,-0.0287628173828125,-0.0067901611328125,0.0541229248046875,-17.1539306640625,30.47943115234375,23.08349609375,22:12:19:281,0.002410889
2.8857421875,-9.085556030273438,-2.1678924560546875,0.07852029800415039,0.006831169128417969,0.04189324378967285,2.8086416721343994,-9.12895679473877,-2.2235262393951416,-0.02508544921875,-0.0177764892578125,0.032135009765625,-18.5302734375,29.80194091796875,21.6644287109375,22:12:19:322,0.002410888
2.866607666015625,-9.116653442382812,-2.1583251953125,0.0834205150604248,-0.023237228393554688,0.0558626651763916,2.803391695022583,-9.128971099853516,-2.2300801277160645,-0.02020263671875,-0.025115966796875,0.0260162353515625,-16.473388671875,30.48858642578125,24.5025634765625,22:12:19:350,0.002410889
2.9048919677734375,-9.166900634765625,-2.153533935546875,0.1263899803161621,-0.047677040100097656,0.07658696174621582,2.798786163330078,-9.129629135131836,-2.2332775592803955,-0.01287841796875,-0.011688232421875,0.0235748291015625,-15.130615234375,29.87518310546875,22.37548828125,22:12:19:396,0.002410889
2.873779296875,-9.150161743164062,-2.163116455078125,0.07729935646057129,-0.05656909942626953,0.07038021087646484,2.801981210708618,-9.129363059997559,-2.2302567958831787,-6.561279296875E-4,-0.0080108642578125,-0.0106201171875,-15.80963134765625,29.852294921875,23.79608154296875,22:12:19:438,0.002410888
2.8354949951171875,-9.145370483398438,-2.1583251953125,0.0341641902923584,-0.0377349853515625,0.05099010467529297,2.8099629878997803,-9.127893447875977,-2.2262191772460938,0.0042266845703125,-0.014129638671875,-0.0277099609375,-17.18597412109375,29.17633056640625,22.38006591796875,22:12:19:471,0.002410889
